cycle,TS1_mean,TS1_max,TS1_std,TS2_mean,TS2_max,TS2_std,TS3_mean,TS3_max,TS3_std,TS4_mean,TS4_max,TS4_std
18,47.46976666666668,47.855,0.3448039662492917,51.996400000000015,52.289,0.24288702821389288,48.740183333333356,48.855,0.09506794923501534,44.044,44.207,0.0901871876352703
19,47.75106666666668,48.109,0.332348442159204,52.313583333333334,52.598,0.20654513124965623,49.08618333333334,49.258,0.10270436289755266,44.30386666666665,44.457,0.10347348250600705
20,48.02619999999999,48.453,0.339422480603426,52.58476666666666,52.848,0.21511860084469397,49.347150000000006,49.516,0.08558211935061098,44.498483333333326,44.621,0.07443834706738403
21,48.27095,48.625,0.30974847231535246,52.84005000000001,53.09,0.20038652691608685,49.62603333333335,49.75,0.07298594400704131,44.66851666666666,44.805,0.07135171696689764
22,48.49956666666666,48.879,0.3080935014727144,53.06208333333335,53.309,0.18946716469397795,49.856116666666665,50.004,0.07730154287640946,44.855266666666665,44.965,0.047635575178629014
23,48.71131666666664,49.043,0.2914825628803147,53.25635,53.484,0.18012065871219593,50.07588333333332,50.25,0.07378256917541161,45.05454999999999,45.145,0.06526177405298163
24,48.91953333333334,49.293,0.2960626632403546,53.4621,53.687,0.18692549952556306,50.26948333333335,50.418,0.06702883054547348,45.20803333333334,45.316,0.07799716784659737
25,49.11003333333334,49.453,0.2897882316607071,53.673816666666646,53.887,0.1734225262152233,50.52234999999999,50.609,0.07289877472174845,45.32215000000001,45.465,0.04774076359333412
26,49.318749999999994,49.629,0.3082194147472198,53.870583333333336,54.117,0.19289799637541574,50.72119999999999,50.762,0.052723712222382035,45.49631666666665,45.547,0.0439180637970706
27,49.495233333333346,49.773,0.27786201713255493,54.05959999999998,54.273,0.17259919280208813,50.91049999999998,51.02,0.07026354746022212,45.53816666666665,45.719,0.08199466015409376
28,49.66363333333331,50.012,0.30956913560223315,54.205583333333315,54.418,0.16710935135633292,51.065333333333335,51.215,0.0622538996577635,45.77081666666666,45.887,0.0561820562664598
29,49.824416666666664,50.16,0.28580432393846117,54.384833333333304,54.625,0.1823937040493343,51.16253333333332,51.281,0.060547912577678636,45.79908333333333,45.891,0.04433894552642703
30,49.928266666666644,50.223,0.2743447581560163,54.48656666666666,54.691,0.15112609693610676,51.35018333333333,51.434,0.04043680638643975,45.932249999999996,45.98,0.05498709401736555
31,50.03428333333332,50.383,0.27277476221959207,54.60176666666668,54.809,0.16590862981270083,51.49528333333335,51.641,0.058609044152735046,46.07304999999999,46.191,0.0813411783055516
32,50.16913333333336,50.473,0.2751099297486873,54.722583333333326,54.937,0.16254650355885536,51.57951666666666,51.77,0.061326437373321926,46.08381666666666,46.18,0.06275929039650936
33,50.28476666666669,50.578,0.2694526383129055,54.86733333333332,55.102,0.1699172946043142,51.73011666666665,51.828,0.0642081075367148,46.20784999999999,46.363,0.09693905564051326
34,50.38808333333332,50.703,0.2429537370809146,54.98786666666667,55.223,0.17379556143682534,51.8691,52.043,0.086647679362941,46.362183333333356,46.48,0.07534631719018721
35,50.501483333333326,50.797,0.27198476351060713,55.08979999999998,55.305,0.17354536358064732,51.95345,52.051,0.07435449332734477,46.35541666666667,46.461,0.06501402499713153
36,50.59571666666666,50.879,0.27413105190003406,55.21276666666667,55.449,0.1797774864457962,52.059333333333356,52.219,0.05769577332774913,46.48551666666666,46.625,0.08105563932674059
37,50.67221666666667,51.008,0.26576809641762233,55.29843333333333,55.477,0.15814543474622847,52.14393333333335,52.293,0.08037388619396797,46.57316666666666,46.633,0.05793338274396003
38,50.71944999999999,51.023,0.25642809974529596,55.351949999999995,55.52,0.139385749946454,52.29423333333333,52.473,0.07611395708591677,46.65569999999999,46.723,0.04886796462000152
39,50.814416666666666,51.129,0.248365455966634,55.45013333333333,55.645,0.15307575023737247,52.334399999999995,52.473,0.07201722957690208,46.58028333333333,46.699,0.06465189489971866
40,50.90516666666668,51.223,0.26092372849243767,55.54883333333331,55.723,0.15211961915240713,52.41903333333334,52.469,0.04134106452208565,46.510100000000016,46.707,0.07384378839649125
41,50.97944999999999,51.301,0.25203567308711383,55.60164999999998,55.773,0.1280349296884994,52.49253333333333,52.672,0.06410253086483243,46.75795000000001,46.867,0.094682596435652
42,51.06951666666665,51.395,0.2551028035821641,55.68198333333332,55.891,0.14247277369005626,52.53968333333332,52.684,0.07412620746246504,46.80316666666666,46.937,0.06161558427856295
43,51.11586666666664,51.398,0.2595879046219004,55.73405000000002,55.941,0.15538377039348475,52.642983333333355,52.785,0.07058652381745895,46.80361666666667,46.879,0.04939535820731927
44,51.193216666666665,51.477,0.25457282875680753,55.79246666666669,55.977,0.15667568431794804,52.719516666666685,52.867,0.06697039357670732,46.90495000000001,47.043,0.07833985608135491
45,51.21803333333333,51.484,0.24451196405282832,55.84343333333334,56.047,0.150104976449158,52.791566666666654,52.875,0.057844726893455524,46.925883333333346,47.117,0.101167270728565
46,51.28616666666666,51.566,0.24261032204253322,55.90363333333334,56.141,0.16384676250057856,52.857,52.969,0.052776150237567813,46.96061666666669,47.105,0.08742902044412534
47,51.348349999999996,51.656,0.24198794093781215,55.982133333333316,56.215,0.16885330777933466,52.88723333333334,53.051,0.06473082902287525,46.91843333333333,47.094,0.07361935234398688
48,51.39461666666667,51.727,0.26289948402491237,56.03313333333334,56.234,0.1749124203773419,52.93271666666667,53.098,0.07145511609268623,46.97998333333335,47.117,0.0902293671736922
49,51.46833333333334,51.742,0.26314896642600244,56.08488333333332,56.289,0.1567609744398927,52.99711666666665,53.078,0.046486408316755316,47.009116666666685,47.121,0.0717642306602675
50,51.52106666666666,51.809,0.25053758246216984,56.16261666666665,56.379,0.15677384031033248,53.03020000000001,53.117,0.05301640296220463,46.989433333333345,47.066,0.04513045747707907
51,51.56841666666666,51.898,0.25130846004541013,56.20379999999999,56.398,0.14472824329335168,53.12176666666666,53.285,0.06757779363141689,47.15835,47.332,0.08811218292416215
52,51.61326666666667,51.926,0.2469302287147266,56.2712,56.484,0.16044512235694713,53.13821666666667,53.297,0.07092920597248231,47.17971666666665,47.289,0.05961204851104936
53,51.65735,51.898,0.23361527296542933,56.32339999999998,56.488,0.1463023569906407,53.13991666666666,53.293,0.064329736294745,47.10108333333335,47.207,0.06292887878637815
54,51.700700000000005,51.969,0.23902586910561616,56.366866666666645,56.551,0.13754253168601693,53.235733333333314,53.348,0.05197028703464307,47.14253333333336,47.266,0.0458540302524809
55,51.74394999999999,52.059,0.24493924705069806,56.38601666666664,56.578,0.14156492092378775,53.28374999999996,53.375,0.054197574840983295,47.293100000000024,47.453,0.06667215514130728
56,51.76063333333333,52.051,0.2199548464191616,56.41868333333331,56.602,0.13243220096754194,53.345950000000016,53.461,0.05636455942631042,47.382466666666666,47.512,0.08471056738086871
57,51.7932,52.059,0.22140015157773538,56.47676666666668,56.672,0.14282422130748887,53.3475,53.48,0.05017714382776208,47.32886666666668,47.461,0.09371078238102198
58,51.84589999999999,52.141,0.26513550740731723,56.52831666666667,56.746,0.16666311210898815,53.37795000000003,53.48,0.06247044725036849,47.17096666666668,47.293,0.08139711540024157
59,51.881283333333336,52.148,0.24765073079495828,56.57346666666669,56.754,0.14999813181510777,53.38676666666666,53.535,0.05890997632603917,47.33593333333332,47.461,0.06607850150829654
60,51.913916666666665,52.219,0.23174864318010416,56.60655000000002,56.758,0.1378211104097486,53.44211666666668,53.512,0.047126620519426246,47.375166666666665,47.523,0.07078067500951253
61,51.929599999999986,52.223,0.22863442806129403,56.62878333333334,56.797,0.12962790184930434,53.46823333333332,53.543,0.04127722180026198,47.25343333333334,47.371,0.06164836497389725
62,51.91603333333333,52.23,0.22692983808311645,56.63585,56.82,0.12321578495069838,53.52298333333332,53.633,0.05396059191878827,47.30465,47.465,0.1080351206235064
63,51.97953333333333,52.23,0.22606302306100398,56.6729,56.84,0.13391430348534852,53.52421666666667,53.637,0.05082475430061133,47.3211,47.465,0.05316641605948404
64,52.00331666666667,52.324,0.2462559982348989,56.69920000000001,56.895,0.1281401245723746,53.56194999999998,53.715,0.07472308766712273,47.25884999999998,47.449,0.10760738822218516
65,52.0069,52.324,0.2423031928971129,56.70564999999999,56.891,0.12635031004100286,53.55744999999998,53.645,0.042895784234406556,47.21455,47.449,0.09809895125478202
66,52.02756666666667,52.316,0.21019453190541817,56.71528333333335,56.895,0.13043604727750088,53.61294999999997,53.727,0.060820498607357235,47.557333333333325,47.777,0.11485151307883233
67,52.06471666666666,52.324,0.23079252489632812,56.74151666666667,56.934,0.14295092101560242,53.57469999999999,53.77,0.07978982986040592,47.46673333333334,47.539,0.07106427424132573
68,52.097983333333346,52.312,0.2430076717535333,56.7801,56.984,0.15261680161631325,53.645433333333315,53.812,0.07674310363024293,47.46141666666665,47.617,0.08287141186171969
69,52.155649999999966,52.477,0.23106047524477014,56.83603333333331,57.0,0.1412307844036728,53.66873333333336,53.812,0.07435778524128149,47.41813333333333,47.539,0.08793997696169034
70,52.156249999999986,52.402,0.2241160886381003,56.840749999999964,57.0,0.13938492307154696,53.69708333333331,53.898,0.06983595588565515,47.65253333333335,47.738,0.07349979053738516
71,52.21026666666665,52.562,0.2501258575852738,56.863166666666636,57.004,0.1270565290802521,53.7366,53.879,0.06177383572080464,47.754550000000016,47.867,0.04713321366625157
72,52.30483333333333,52.57,0.2573906327998503,56.87421666666666,57.023,0.12702423252953626,53.82438333333334,53.98,0.07396451088229097,47.883533333333325,48.004,0.08087350798490968
73,52.37839999999999,52.742,0.2549418145647339,56.89808333333333,57.078,0.13421047114503312,53.82130000000002,53.898,0.03857121962099291,47.88831666666666,47.953,0.051812730477634704
74,52.41358333333332,52.738,0.24178806321678578,56.9497666666667,57.152,0.13898949681896353,53.965466666666664,54.055,0.044363470492335084,47.66655,47.867,0.08923942751793498
75,52.42258333333334,52.734,0.26439084394430534,56.985200000000006,57.172,0.14027814983821973,54.02186666666664,54.16,0.07285333924775193,47.936733333333336,48.082,0.09305545397301714
76,52.52995,52.836,0.26479358286299925,57.03711666666666,57.262,0.16340311924357886,54.06228333333333,54.184,0.059088870633718704,48.00105000000001,48.121,0.1255623857365907
77,52.59774999999999,52.902,0.2517964354697153,57.07978333333333,57.254,0.15281639494822438,54.135383333333316,54.211,0.047871328833591124,47.97101666666666,48.18,0.14408324943712866
78,52.63828333333335,52.98,0.2600714433568541,57.11425,57.309,0.1471241404796111,54.188633333333314,54.375,0.07651098661921905,48.02036666666667,48.199,0.10400032051232705
79,52.69541666666667,52.988,0.24029158076243745,57.19201666666665,57.391,0.13742245784770335,54.23391666666666,54.297,0.040877365858724216,47.99511666666668,48.133,0.06896500996063216
80,52.67783333333333,52.992,0.24487770497838376,57.20318333333332,57.41,0.13908581568331746,54.26761666666668,54.375,0.0696879464972645,48.06806666666669,48.203,0.07022961533467627
81,52.765483333333336,53.074,0.2598834479092027,57.250766666666664,57.484,0.16046123843329815,54.28841666666666,54.387,0.052427930086046216,48.230799999999995,48.363,0.09588831780527454
82,52.796916666666675,53.074,0.23771548951383456,57.29219999999998,57.504,0.16473150213790314,54.36160000000002,54.457,0.04222827392451734,48.13673333333334,48.277,0.079321458542508
83,52.82771666666667,53.16,0.25324310633056696,57.32103333333334,57.512,0.15719252652553184,54.408233333333335,54.551,0.06048150485378558,48.159049999999986,48.281,0.08411481761481106
84,52.83363333333333,53.168,0.2538259090211148,57.34501666666665,57.5,0.1473015460890541,54.43235,54.613,0.08314818811279456,48.274566666666665,48.402,0.07832491359966841
85,52.89256666666665,53.215,0.2679547373026604,57.37850000000002,57.574,0.14921370182915267,54.434583333333336,54.578,0.06661864442714752,48.2974,48.426,0.08155173048907521
86,52.90308333333335,53.207,0.23862070403776842,57.44316666666667,57.641,0.13645824675461937,54.42958333333334,54.547,0.06028584218837402,48.28376666666665,48.371,0.05455656888991078
87,52.90551666666667,53.227,0.24469839558579007,57.43843333333332,57.625,0.13563302516026204,54.470666666666666,54.648,0.0768082946321149,48.22991666666666,48.363,0.10418274226238598
88,52.94460000000001,53.23,0.2600363859806896,57.46618333333333,57.664,0.14530744631574222,54.51323333333332,54.586,0.05535321608608987,48.13270000000002,48.359,0.09385208340427054
89,52.98328333333334,53.234,0.24437995504823765,57.489716666666645,57.676,0.13941148600233194,54.53511666666668,54.695,0.07023449624847278,48.17821666666666,48.418,0.114868988257392
90,52.99998333333335,53.312,0.23469543853696093,57.51221666666665,57.703,0.14382676628696422,54.529283333333325,54.633,0.06400267252541389,48.17878333333333,48.352,0.07867721908061988
91,53.01938333333333,53.312,0.24888838228442517,57.53678333333335,57.742,0.14756671477922922,54.590866666666685,54.738,0.07183466578915437,48.22486666666666,48.437,0.1233198221336437
92,53.05241666666668,53.395,0.2456746706221678,57.53941666666666,57.746,0.14659529111991,54.61531666666665,54.723,0.047160918776959486,48.313133333333326,48.437,0.08682467560426123
93,53.06950000000002,53.402,0.25006226343297006,57.55485000000001,57.758,0.15777744731537538,54.640416666666646,54.762,0.05935708992440391,48.279383333333335,48.426,0.09261256854826659
94,53.12368333333336,53.406,0.2540378652989546,57.56735000000002,57.762,0.15501053272031914,54.65991666666666,54.805,0.06884772971569642,48.42419999999998,48.602,0.14757713294915142
95,53.160716666666666,53.488,0.27254992338003614,57.5873,57.762,0.16064133119510557,54.67773333333333,54.809,0.06448357212070603,48.19675,48.352,0.07286337923743481
96,53.18283333333334,53.48,0.2522402786869901,57.611,57.777,0.15005637358752028,54.7201,54.809,0.05672463967062918,48.47913333333334,48.68,0.1432695062196751
97,53.19408333333333,53.508,0.2583099761629639,57.672983333333335,57.867,0.1464065030123111,54.68390000000001,54.762,0.048879894310407575,48.626833333333344,48.742,0.050952010211892385
98,53.21398333333334,53.5,0.23762785972506298,57.73638333333335,57.934,0.14735131450722033,54.74738333333333,54.875,0.0576168206568092,48.70896666666667,48.773,0.04541110394586236
99,53.198600000000006,53.473,0.22637940254869746,57.73540000000001,57.926,0.13545719193700181,54.77101666666667,54.957,0.07444039628367255,48.72718333333331,48.828,0.06010428554806197
100,53.2598,53.562,0.2644519628930102,57.76113333333334,57.98,0.1538870889912211,54.768366666666665,54.965,0.07600846667082452,48.74011666666666,48.828,0.06646092050823729
101,53.23425000000001,53.484,0.23095495378529146,57.77716666666668,57.992,0.1491342435487904,54.822266666666664,55.039,0.07454764525073539,48.768533333333316,48.836,0.041685451132957144
102,53.24741666666669,53.574,0.2419137885145167,57.80309999999999,58.016,0.15980090366940752,54.894949999999994,55.062,0.07797662079002032,48.80136666666665,48.852,0.0414879875065616
103,53.28325000000003,53.59,0.22564398424757248,57.82266666666665,58.008,0.15346745546533827,54.871400000000015,55.051,0.07779094104376584,48.74239999999996,48.852,0.09658880168098952
104,53.323933333333315,53.645,0.2633517250246266,57.80898333333333,58.008,0.16208529786908651,54.85715000000001,55.051,0.09068997758241186,48.733966666666674,48.82,0.08931205370974943
105,53.34631666666666,53.652,0.24288739747691215,57.84808333333332,58.031,0.15793232745862087,54.84611666666668,55.035,0.08838783789077412,48.79068333333332,48.848,0.0321972162533228
106,53.35008333333332,53.641,0.2576709432042177,57.87464999999999,58.031,0.14289783300654357,54.89793333333334,55.062,0.09034244955772644,48.84924999999997,48.945,0.05312493270185181
107,53.382783333333315,53.656,0.25355359756106405,57.88013333333333,58.031,0.1389829237976539,54.93268333333336,55.059,0.05960988760738403,48.87906666666665,48.953,0.05607345868021327
108,53.41794999999999,53.746,0.24791622594083235,57.89813333333333,58.074,0.1432635909684491,54.912983333333344,55.062,0.0836695460598012,48.73256666666664,48.84,0.0856295463554461
109,53.462216666666656,53.75,0.24131118468298832,57.92468333333332,58.113,0.14127068520105326,54.96595000000003,55.102,0.06808728819360688,48.87123333333332,49.023,0.12215915801529464
110,53.47009999999999,53.746,0.23329872463272075,57.94356666666668,58.129,0.13497348975948176,54.992449999999984,55.078,0.04034656014153158,48.83746666666664,48.953,0.044223418394141664
111,53.52246666666667,53.832,0.24963298257381925,57.97873333333333,58.184,0.15504727181467903,55.02181666666666,55.148,0.048866643736361806,48.91249999999999,49.02,0.05882450198597859
112,53.51584999999998,53.832,0.24147869506333566,58.02661666666667,58.238,0.15239123286169448,55.057683333333344,55.238,0.07239709041504996,48.99826666666668,49.039,0.037169272285853046
113,53.48558333333333,53.746,0.23968738762252534,58.03883333333335,58.266,0.15217899437071936,55.09691666666666,55.238,0.0839958214591582,48.99033333333332,49.035,0.040241081406547946
114,53.557866666666655,53.832,0.24686114031752762,58.05889999999999,58.285,0.15339134618597497,55.09684999999999,55.227,0.07678736323473026,49.00783333333334,49.098,0.04019113936697763
115,53.56503333333332,53.828,0.23270691297130167,58.059800000000024,58.273,0.14956125665266837,55.11311666666665,55.242,0.07353520813976223,48.94183333333333,49.031,0.060636221950493265
116,53.58839999999999,53.832,0.2368736486478159,58.08264999999999,58.273,0.15362554353726063,55.14646666666666,55.238,0.053668305410640126,49.007550000000016,49.105,0.061255349126506
117,53.61074999999999,53.91,0.24979731614359413,58.093366666666654,58.277,0.15562492574817338,55.15341666666665,55.242,0.057112227212525186,49.00093333333333,49.074,0.05806392347266545
118,53.648933333333325,53.992,0.23629390394072408,58.11996666666669,58.285,0.15115823639278983,55.17423333333332,55.316,0.07202103427840394,49.084033333333316,49.191,0.03907184458850137
119,53.648549999999986,53.91,0.22608281256122364,58.134750000000025,58.289,0.1446040326933746,55.22041666666667,55.316,0.05275600750325589,49.10201666666668,49.203,0.03020578666452167
120,53.665033333333334,53.977,0.22780410605268608,58.17771666666669,58.355,0.13319542055377612,55.19070000000001,55.391,0.09872153955890968,49.08188333333331,49.125,0.022525384299787093
121,53.65058333333331,53.91,0.22175404696337112,58.187716666666674,58.348,0.12987687672308967,55.213216666666675,55.316,0.05609437920621823,49.08428333333332,49.125,0.02426275073948298
122,53.638433333333325,53.914,0.23444339902124114,58.18698333333336,58.359,0.13099663492465,55.23474999999998,55.402,0.07368292698321335,49.094699999999996,49.207,0.03775042933867403
123,53.63551666666668,53.922,0.24047879441849357,58.20005000000001,58.348,0.12752286933483695,55.250099999999975,55.402,0.06659635557799809,49.113799999999976,49.203,0.026657145192809973
124,53.65068333333333,53.926,0.23380163196039688,58.217200000000005,58.387,0.12997246122916278,55.25571666666666,55.402,0.0599149373488293,49.11551666666666,49.203,0.04558154981586147
125,53.68313333333333,54.012,0.24086000341056577,58.23520000000003,58.426,0.13253011170475418,55.24443333333331,55.398,0.061729416844441116,49.12083333333331,49.211,0.043228665421504
126,53.69905000000001,54.0,0.217013974790191,58.26336666666667,58.449,0.13517358164649385,55.26171666666663,55.402,0.06229456859820332,49.1175,49.203,0.039349154148513206
127,53.68951666666668,53.992,0.23884066681428787,58.26535000000001,58.441,0.13548754711680636,55.27401666666665,55.465,0.08605289891938236,49.05331666666665,49.203,0.12489568415643555
128,53.685933333333345,54.012,0.2350365183790624,58.274733333333316,58.449,0.13318050280609245,55.292933333333295,55.449,0.07136795717080956,49.17134999999998,49.203,0.033126785209330864
129,53.70118333333333,53.926,0.21841707045619557,58.27218333333334,58.441,0.13423966572182514,55.30329999999997,55.414,0.05917807083537508,49.15856666666665,49.246,0.048793361130337956
130,53.73935000000002,54.059,0.2399492760663083,58.29746666666664,58.484,0.1406496388333607,55.30256666666664,55.496,0.08810959405746845,49.18263333333334,49.246,0.037641469498264274
131,53.76801666666667,54.055,0.23046544589463397,58.32036666666666,58.523,0.14017301254638076,55.275799999999954,55.402,0.06515946540759465,49.18601666666666,49.23,0.011560440532728353
132,53.77808333333333,54.07,0.22963495656549335,58.33801666666666,58.535,0.14436294792800317,55.29263333333331,55.453,0.07817450420274333,49.17278333333332,49.211,0.03444528536122068
133,53.76690000000003,54.082,0.23573323762684353,58.34473333333334,58.523,0.1464350225158214,55.30321666666664,55.437,0.07135993550641873,49.15271666666668,49.211,0.045442118768738514
134,53.76250000000002,54.098,0.2324682227236039,58.34836666666667,58.523,0.13714349365940576,55.31814999999999,55.484,0.08425824407685786,49.170783333333354,49.246,0.04061438822724599
135,53.77496666666668,54.07,0.22352438661682789,58.356149999999985,58.523,0.136751144140475,55.30435,55.449,0.07477918340812778,49.18463333333334,49.262,0.01850054205955021
136,53.75725000000002,54.004,0.21405762134116388,58.35624999999998,58.531,0.13684565411750405,55.37804999999999,55.512,0.07091446865348978,49.19086666666666,49.234,0.02664421371130708
137,53.777483333333336,54.074,0.24612257464810558,58.36306666666664,58.523,0.13869218039945522,55.356916666666656,55.492,0.09469581840080865,49.20063333333332,49.273,0.019871593443624703
138,53.810133333333326,54.066,0.2351806710225115,58.38801666666667,58.543,0.1372764736799015,55.341216666666654,55.496,0.0911915643709956,49.198849999999986,49.242,0.02190721961332449
139,53.81613333333333,54.059,0.2247977974036089,58.40448333333333,58.547,0.1289976338853646,55.35464999999999,55.492,0.07560509017927963,49.21645000000001,49.273,0.021417896049482656
140,53.80203333333335,54.086,0.2605779083646264,58.39278333333333,58.547,0.1328739802699099,55.372533333333315,55.484,0.057293909714693225,49.20326666666666,49.27,0.028608323232795302
141,53.84183333333333,54.086,0.24052683466110425,58.39955,58.531,0.12891561094670748,55.36003333333337,55.48,0.05934871571059663,49.221333333333334,49.285,0.02774989184078283
142,53.83061666666665,54.086,0.22020853688609338,58.40989999999999,58.578,0.12519499367258297,55.38276666666669,55.496,0.07461888856766453,49.21411666666664,49.277,0.041872725505309544
143,53.83755000000003,54.164,0.25413851988263286,58.42594999999999,58.617,0.12607052438474267,55.380799999999994,55.574,0.09610848390213063,49.212650000000004,49.277,0.028987329201520314
144,53.84193333333334,54.137,0.22502578885478283,58.45013333333333,58.617,0.12445099323634955,55.39018333333334,55.504,0.06615787273101947,49.171716666666676,49.246,0.06364709152731979
145,53.85718333333336,54.176,0.224945755545316,58.46965,58.668,0.12726707870472148,55.37346666666667,55.492,0.07655206861371884,49.140333333333324,49.242,0.09227017562969354
146,53.833283333333355,54.16,0.23566423196146757,58.46085,58.625,0.11818999713904993,55.37630000000002,55.465,0.05612706528607291,49.224166666666676,49.297,0.04266788045589923
147,53.847350000000006,54.152,0.22438766582918693,58.451016666666675,58.617,0.12036153049292272,55.45878333333334,55.574,0.051344991889086554,49.24670000000001,49.352,0.035438320731536035
148,53.89085,54.176,0.2350757414904565,58.46593333333333,58.625,0.123482362243806,55.44851666666669,55.578,0.05327526588204158,49.27191666666668,49.367,0.027630915911787127
149,53.908733333333345,54.187,0.22664411486350067,58.47344999999999,58.652,0.12614028039838407,55.458,55.652,0.0753396827482711,49.23003333333331,49.285,0.034798191394005216
150,53.86059999999999,54.148,0.22634930258266975,58.46175,58.625,0.12132288129377576,55.475183333333334,55.59,0.05262933758980161,49.260600000000004,49.367,0.0435307021985437
151,53.85123333333335,54.18,0.25447795460222267,58.45413333333334,58.625,0.12276523919580026,55.47365000000003,55.641,0.07223943826385955,49.29876666666668,49.379,0.04507032796948243
152,53.87505000000001,54.125,0.2202664353513098,58.46964999999999,58.629,0.120165680116937,55.46318333333332,55.652,0.0669486247923135,49.23800000000001,49.277,0.02655598499365233
153,53.86890000000002,54.164,0.2339147099380959,58.46713333333334,58.633,0.1214630398783804,55.48406666666668,55.652,0.07430830568506695,49.245250000000006,49.289,0.025179777331039207
154,53.865749999999984,54.16,0.2467843788837066,58.474483333333325,58.652,0.12895742191384926,55.49728333333335,55.652,0.0772535099672493,49.27630000000002,49.375,0.03889242007104978
155,53.8961,54.172,0.24595346810845337,58.498649999999984,58.687,0.1348949151584046,55.49435000000001,55.59,0.04819586626904557,49.32183333333333,49.383,0.05735650234787519
156,53.926449999999996,54.254,0.22891523299751157,58.5126,58.707,0.1338181412038523,55.4714,55.586,0.05275212261774855,49.23226666666665,49.289,0.04007614221879784
157,53.88326666666664,54.113,0.21815442102425797,58.50154999999999,58.68,0.12197060287668332,55.48048333333337,55.641,0.06571084363901672,49.262450000000015,49.367,0.047015477076658194
158,53.892500000000005,54.172,0.2308960805210859,58.50943333333332,58.695,0.13140471403285495,55.513216666666686,55.707,0.0964201771672906,49.26076666666667,49.375,0.05714221529098773
159,53.93346666666667,54.27,0.24924200115799655,58.540333333333336,58.781,0.14464587577435759,55.47963333333335,55.633,0.06373195102867096,49.24953333333335,49.375,0.05868747063078748
160,53.89883333333333,54.152,0.2217972938248404,58.525650000000006,58.699,0.13019487675098154,55.52921666666666,55.641,0.056680816611543096,49.299633333333325,49.449,0.07345861665987038
161,53.95975000000001,54.242,0.25408243857697105,58.55078333333335,58.762,0.1457815979257507,55.50276666666666,55.645,0.0747632118966763,49.246350000000014,49.383,0.04043275438451714
